ID,Label,Con_Name
1524,eta Sco,CON Huave 008
1525,tet Sco,CON Huave 008
1526,iot01 Sco,CON Huave 008
1527,kap Sco,CON Huave 008
1528,lam Sco,CON Huave 008
1529,ups Sco,CON Huave 008
1530,nu. Sco,CON Huave 008
1531,bet01 Sco,CON Huave 008
1532,pi. Sco,CON Huave 008
1533,rho Sco,CON Huave 008
1534,eps Sgr,CON Huave 009
1535,del Sgr,CON Huave 009
1536,lam Sgr,CON Huave 009
1537,phi Sgr,CON Huave 009
1538,zet Sgr,CON Huave 009
1539,alf01 Cru,CON Huave 010
1540,gam Cru,CON Huave 010
1541,bet Cru,CON Huave 010
1542,del Cru,CON Huave 010
1543,bet Car,CON Huave 011
1544,del Vel,CON Huave 011
1545,iot Car,CON Huave 011
1546,eps Car,CON Huave 011
1547,alf Cen A,CON Huave 012
1548,bet Cen,CON Huave 012
1549,gam Cas,CON Huave 013
1550,eta Cas,CON Huave 013
1551,alf Cas,CON Huave 013
1552,bet Cas,CON Huave 013
1553,del Cas,CON Huave 013
1554,eta Per,CON Huave 013
1555,gam Per,CON Huave 013
1556,alf Per,CON Huave 013
1557,del Per,CON Huave 013
1558,nu. Per,CON Huave 013
1559,eps Per,CON Huave 013
1560,ksi Per,CON Huave 013
1561,zet Per,CON Huave 013
1562,alf UMi,CON Huave 014
1563,gam UMi,CON Huave 014
1564,bet UMi,CON Huave 014
1565,eta UMi,CON Huave 014
1566,omi UMa,CON Huave 015
1567,h UMa,CON Huave 015
1568,ups UMa,CON Huave 015
1569,phi UMa,CON Huave 015
1570,tet UMa,CON Huave 015
1571,iot UMa,CON Huave 015
1572,10 UMa,CON Huave 015
1573,38 Lyn,CON Huave 015
1574,alf Lyn,CON Huave 015
1575,21 LMi,CON Huave 015
1576,alf And,CON IAU And
1577,del And,CON IAU And
1578,bet And,CON IAU And
1579,gam01 And,CON IAU And
1580,omi And,CON IAU And
1581,iot And,CON IAU And
1582,kap And,CON IAU And
1583,lam And,CON IAU And
1584,sig And,CON IAU And
1585,pi. And,CON IAU And
1586,mu. And,CON IAU And
1587,nu. And,CON IAU And
1588,phi And,CON IAU And
1589,ups Per,CON IAU And
1590,eps And,CON IAU And
1591,zet And,CON IAU And
1592,eta And,CON IAU And
1593,iot Ant,CON IAU Ant
1594,alf Ant,CON IAU Ant
1595,eps Ant,CON IAU Ant
1596,alf Aps,CON IAU Aps
1597,gam Aps,CON IAU Aps
1598,del01 Aps,CON IAU Aps
1599,bet Aps,CON IAU Aps
1600,bet Aql,CON IAU Aql
1601,alf Aql,CON IAU Aql
1602,gam Aql,CON IAU Aql
1603,del Aql,CON IAU Aql
1604,lam Aql,CON IAU Aql
1605,zet Aql,CON IAU Aql
1606,eta Aql,CON IAU Aql
1607,tet Aql,CON IAU Aql
1608,eps Aql,CON IAU Aql
1609,i Aql,CON IAU Aql
1610,iot Aql,CON IAU Aql
1611,eps Aqr,CON IAU Aqr
1612,bet Aqr,CON IAU Aqr
1613,alf Aqr,CON IAU Aqr
1614,gam Aqr,CON IAU Aqr
1615,zet01 Aqr,CON IAU Aqr
1616,eta Aqr,CON IAU Aqr
1617,pi. Aqr,CON IAU Aqr
1618,iot Aqr,CON IAU Aqr
1619,tet Aqr,CON IAU Aqr
1620,lam Aqr,CON IAU Aqr
1621,phi Aqr,CON IAU Aqr
1622,psi02 Aqr,CON IAU Aqr
1623,b01 Aqr,CON IAU Aqr
1624,c02 Aqr,CON IAU Aqr
1625,del Aqr,CON IAU Aqr
1626,tau Aqr,CON IAU Aqr
1627,gam Ara,CON IAU Ara
1628,del Ara,CON IAU Ara
1629,eta Ara,CON IAU Ara
1630,zet Ara,CON IAU Ara
1631,eps01 Ara,CON IAU Ara
1632,alf Ara,CON IAU Ara
1633,tet Ara,CON IAU Ara
1634,bet Ara,CON IAU Ara
1635,gam01 Ari,CON IAU Ari
1636,bet Ari,CON IAU Ari
1637,alf Ari,CON IAU Ari
1638,41 Ari,CON IAU Ari
1639,bet Tau,CON IAU Aur
1640,iot Aur,CON IAU Aur
1641,eta Aur,CON IAU Aur
1642,alf Aur,CON IAU Aur
1643,bet Aur,CON IAU Aur
1644,tet Aur,CON IAU Aur
1645,zet Aur,CON IAU Aur
1646,eps Aur,CON IAU Aur
1647,del Aur,CON IAU Aur
1648,alf Boo,CON IAU Boo
1649,eps Boo,CON IAU Boo
1650,del Boo,CON IAU Boo
1651,bet Boo,CON IAU Boo
1652,gam Boo,CON IAU Boo
1653,rho Boo,CON IAU Boo
1654,eta Boo,CON IAU Boo
1655,tau Boo,CON IAU Boo
1656,zet Boo,CON IAU Boo
1657,lam Boo,CON IAU Boo
1658,tet Boo,CON IAU Boo
1659,kap02 Boo,CON IAU Boo
1660,gam Cae,CON IAU Cae
1661,bet Cae,CON IAU Cae
1662,alf Cae,CON IAU Cae
1663,del Cae,CON IAU Cae
1664,7 Cam,CON IAU Cam
1665,bet Cam,CON IAU Cam
1666,alf Cam,CON IAU Cam
1667,HD  42818,CON IAU Cam
1668,HD  49878,CON IAU Cam
1669,gam Cam,CON IAU Cam
1670,V BE Cam,CON IAU Cam
1671,HD  21291,CON IAU Cam
1672,alf Cnc,CON IAU Cnc
1673,del Cnc,CON IAU Cnc
1674,bet Cnc,CON IAU Cnc
1675,gam Cnc,CON IAU Cnc
1676,iot Cnc,CON IAU Cnc
1677,bet CMa,CON IAU CMa
1678,alf CMa,CON IAU CMa
1679,del CMa,CON IAU CMa
1680,eps CMa,CON IAU CMa
1681,eta CMa,CON IAU CMa
1682,nu.02 CMa,CON IAU CMa
1683,omi01 CMa,CON IAU CMa
1684,iot CMa,CON IAU CMa
1685,gam CMa,CON IAU CMa
1686,tet CMa,CON IAU CMa
1687,alf CMi,CON IAU CMi
1688,bet CMi,CON IAU CMi
1689,alf02 Cap,CON IAU Cap
1690,bet01 Cap,CON IAU Cap
1691,psi Cap,CON IAU Cap
1692,ome Cap,CON IAU Cap
1693,zet Cap,CON IAU Cap
1694,eps Cap,CON IAU Cap
1695,del Cap,CON IAU Cap
1696,gam Cap,CON IAU Cap
1697,tet Cap,CON IAU Cap
1698,alf Car,CON IAU Car
1699,bet Car,CON IAU Car
1700,ome Car,CON IAU Car
1701,tet Car,CON IAU Car
1702,p Car,CON IAU Car
1703,q Car,CON IAU Car
1704,iot Car,CON IAU Car
1705,del Vel,CON IAU Car
1706,u Car,CON IAU Car
1707,z Car,CON IAU Car
1708,y Car,CON IAU Car
1709,x Car,CON IAU Car
1710,eps Car,CON IAU Car
1711,chi Car,CON IAU Car
1712,gam02 Vel,CON IAU Car
1713,bet Cas,CON IAU Cas
1714,alf Cas,CON IAU Cas
1715,gam Cas,CON IAU Cas
1716,del Cas,CON IAU Cas
1717,eps Cas,CON IAU Cas
1718,gam Cen,CON IAU Cen
1719,eps Cen,CON IAU Cen
1720,bet Cen,CON IAU Cen
1721,alf Cen A,CON IAU Cen
1722,zet Cen,CON IAU Cen
1723,ups01 Cen,CON IAU Cen
1724,phi Cen,CON IAU Cen
1725,eta Cen,CON IAU Cen
1726,chi Cen,CON IAU Cen
1727,psi Cen,CON IAU Cen
1728,tet Cen,CON IAU Cen
1729,nu. Cen,CON IAU Cen
1730,pi. Cen,CON IAU Cen
1731,del Cen,CON IAU Cen
1732,sig Cen,CON IAU Cen
1733,rho Cen,CON IAU Cen
1734,omi01 Cen,CON IAU Cen
1735,d Cen,CON IAU Cen
1736,iot Cen,CON IAU Cen
1737,l Cen,CON IAU Cen
1738,kap Cen,CON IAU Cen
1739,eta Cep,CON IAU Cep
1740,alf Cep,CON IAU Cep
1741,bet Cep,CON IAU Cep
1742,iot Cep,CON IAU Cep
1743,gam Cep,CON IAU Cep
1744,del Cep,CON IAU Cep
1745,zet Cep,CON IAU Cep
1746,eps Cep,CON IAU Cep
1747,mu. Cep,CON IAU Cep
1748,tet Cep,CON IAU Cep
1749,gam Cet,CON IAU Cet
1750,alf Cet,CON IAU Cet
1751,lam Cet,CON IAU Cet
1752,mu. Cet,CON IAU Cet
1753,ksi02 Cet,CON IAU Cet
1754,del Cet,CON IAU Cet
1755,omi Cet,CON IAU Cet
1756,zet Cet,CON IAU Cet
1757,tau Cet,CON IAU Cet
1758,bet Cet,CON IAU Cet
1759,iot Cet,CON IAU Cet
1760,eta Cet,CON IAU Cet
1761,tet Cet,CON IAU Cet
1762,alf Cha,CON IAU Cha
1763,gam Cha,CON IAU Cha
1764,del02 Cha,CON IAU Cha
1765,bet Cha,CON IAU Cha
1766,eps Cha,CON IAU Cha
1767,bet Cir,CON IAU Cir
1768,alf Cir,CON IAU Cir
1769,gam Cir,CON IAU Cir
1770,alf Col,CON IAU Col
1771,bet Col,CON IAU Col
1772,eps Col,CON IAU Col
1773,eta Col,CON IAU Col
1774,gam Col,CON IAU Col
1775,del Col,CON IAU Col
1776,alf Com,CON IAU Com
1777,bet Com,CON IAU Com
1778,gam Com,CON IAU Com
1779,gam CrA,CON IAU CrA
1780,alf CrA,CON IAU CrA
1781,bet CrA,CON IAU CrA
1782,del CrA,CON IAU CrA
1783,tet CrA,CON IAU CrA
1784,tet CrB,CON IAU CrB
1785,bet CrB,CON IAU CrB
1786,alf CrB,CON IAU CrB
1787,gam CrB A,CON IAU CrB
1788,del CrB,CON IAU CrB
1789,eps CrB,CON IAU CrB
1790,iot CrB,CON IAU CrB
1791,del Crv,CON IAU Crv
1792,gam Crv,CON IAU Crv
1793,eps Crv,CON IAU Crv
1794,bet Crv,CON IAU Crv
1795,alf Crv,CON IAU Crv
1796,alf Crt,CON IAU Crt
1797,bet Crt,CON IAU Crt
1798,gam Crt,CON IAU Crt
1799,zet Crt,CON IAU Crt
1800,eta Crt,CON IAU Crt
1801,del Crt,CON IAU Crt
1802,eps Crt,CON IAU Crt
1803,tet Crt,CON IAU Crt
1804,alf01 Cru,CON IAU Cru
1805,gam Cru,CON IAU Cru
1806,bet Cru,CON IAU Cru
1807,del Cru,CON IAU Cru
1808,alf02 CVn,CON IAU CVn
1809,bet CVn,CON IAU CVn
1810,alf Cyg,CON IAU Cyg
1811,gam Cyg,CON IAU Cyg
1812,eps Cyg,CON IAU Cyg
1813,bet Cyg A,CON IAU Cyg
1814,del Cyg,CON IAU Cyg
1815,iot Cyg,CON IAU Cyg
1816,kap Cyg,CON IAU Cyg
1817,omi02 Cyg,CON IAU Cyg
1818,nu. Cyg,CON IAU Cyg
1819,zet Cyg,CON IAU Cyg
1820,eps Del,CON IAU Del
1821,bet Del,CON IAU Del
1822,alf Del,CON IAU Del
1823,gam02 Del,CON IAU Del
1824,del Del,CON IAU Del
1825,gam Dor,CON IAU Dor
1826,alf Dor,CON IAU Dor
1827,zet Dor,CON IAU Dor
1828,bet Dor,CON IAU Dor
1829,del Dor,CON IAU Dor
1830,HD  40409,CON IAU Dor
1831,lam Dra,CON IAU Dra
1832,kap Dra,CON IAU Dra
1833,alf Dra,CON IAU Dra
1834,iot Dra,CON IAU Dra
1835,tet Dra,CON IAU Dra
1836,eta Dra,CON IAU Dra
1837,zet Dra,CON IAU Dra
1838,phi Dra,CON IAU Dra
1839,chi Dra,CON IAU Dra
1840,del Dra,CON IAU Dra
1841,eps Dra,CON IAU Dra
1842,ksi Dra,CON IAU Dra
1843,nu.02 Dra,CON IAU Dra
1844,bet Dra,CON IAU Dra
1845,gam Dra,CON IAU Dra
1846,alf Equ,CON IAU Equ
1847,del Equ,CON IAU Equ
1848,gam Equ,CON IAU Equ
1849,bet Eri,CON IAU Eri
1850,mu. Eri,CON IAU Eri
1851,nu. Eri,CON IAU Eri
1852,omi01 Eri,CON IAU Eri
1853,gam Eri,CON IAU Eri
1854,pi. Eri,CON IAU Eri
1855,del Eri,CON IAU Eri
1856,eps Eri,CON IAU Eri
1857,eta Eri,CON IAU Eri
1858,pi. Cet,CON IAU Eri
1859,tau01 Eri,CON IAU Eri
1860,tau03 Eri,CON IAU Eri
1861,tau04 Eri,CON IAU Eri
1862,tau05 Eri,CON IAU Eri
1863,tau06 Eri,CON IAU Eri
1864,tau08 Eri,CON IAU Eri
1865,tau09 Eri,CON IAU Eri
1866,ups01 Eri,CON IAU Eri
1867,ups02 Eri,CON IAU Eri
1868,d Eri,CON IAU Eri
1869,ups04 Eri,CON IAU Eri
1870,g Eri,CON IAU Eri
1871,y Eri,CON IAU Eri
1872,e Eri,CON IAU Eri
1873,tet01 Eri,CON IAU Eri
1874,iot Eri,CON IAU Eri
1875,s Eri,CON IAU Eri
1876,kap Eri,CON IAU Eri
1877,chi Eri,CON IAU Eri
1878,alf Eri,CON IAU Eri
1879,alf For,CON IAU For
1880,bet For,CON IAU For
1881,nu. For,CON IAU For
1882,ksi Gem,CON IAU Gem
1883,lam Gem,CON IAU Gem
1884,del Gem,CON IAU Gem
1885,zet Gem,CON IAU Gem
1886,gam Gem,CON IAU Gem
1887,ups Gem,CON IAU Gem
1888,kap Gem,CON IAU Gem
1889,bet Gem,CON IAU Gem
1890,iot Gem,CON IAU Gem
1891,tau Gem,CON IAU Gem
1892,alf Gem,CON IAU Gem
1893,tet Gem,CON IAU Gem
1894,eps Gem,CON IAU Gem
1895,nu. Gem,CON IAU Gem
1896,mu. Gem,CON IAU Gem
1897,eta Gem,CON IAU Gem
1898,1 Gem,CON IAU Gem
1899,gam Gru,CON IAU Gru
1900,lam Gru,CON IAU Gru
1901,del01 Gru,CON IAU Gru
1902,alf Gru,CON IAU Gru
1903,bet Gru,CON IAU Gru
1904,eps Gru,CON IAU Gru
1905,zet Gru,CON IAU Gru
1906,del Her,CON IAU Her
1907,alf Her,CON IAU Her
1908,bet Her,CON IAU Her
1909,gam Her,CON IAU Her
1910,zet Her,CON IAU Her
1911,eps Her,CON IAU Her
1912,eta Her,CON IAU Her
1913,sig Her,CON IAU Her
1914,tau Her,CON IAU Her
1915,pi. Her,CON IAU Her
1916,rho Her,CON IAU Her
1917,tet Her,CON IAU Her
1918,iot Her,CON IAU Her
1919,lam Her,CON IAU Her
1920,mu. Her,CON IAU Her
1921,ksi Her,CON IAU Her
1922,omi Her,CON IAU Her
1923,chi Her,CON IAU Her
1924,phi Her,CON IAU Her
1925,ome Her,CON IAU Her
1926,h Her,CON IAU Her
1927,alf Hor,CON IAU Hor
1928,iot Hor,CON IAU Hor
1929,eta Hor,CON IAU Hor
1930,zet Hor,CON IAU Hor
1931,mu. Hor,CON IAU Hor
1932,bet Hor,CON IAU Hor
1933,rho Hya,CON IAU Hya
1934,eta Hya,CON IAU Hya
1935,sig Hya,CON IAU Hya
1936,del Hya,CON IAU Hya
1937,eps Hya,CON IAU Hya
1938,zet Hya,CON IAU Hya
1939,tet Hya,CON IAU Hya
1940,iot Hya,CON IAU Hya
1941,alf Hya,CON IAU Hya
1942,ups01 Hya,CON IAU Hya
1943,ups02 Hya,CON IAU Hya
1944,lam Hya,CON IAU Hya
1945,mu. Hya,CON IAU Hya
1946,nu. Hya,CON IAU Hya
1947,alf Crt,CON IAU Hya
1948,bet Crt,CON IAU Hya
1949,ksi Hya,CON IAU Hya
1950,bet Hya,CON IAU Hya
1951,gam Hya,CON IAU Hya
1952,pi. Hya,CON IAU Hya
1953,E Hya,CON IAU Hya
1954,bet Hyi,CON IAU Hyi
1955,gam Hyi,CON IAU Hyi
1956,alf Hyi,CON IAU Hyi
1957,bet Ind,CON IAU Ind
1958,eta Ind,CON IAU Ind
1959,alf Ind,CON IAU Ind
1960,tet Ind A,CON IAU Ind
1961,del Ind,CON IAU Ind
1962,5 Lac,CON IAU Lac
1963,alf Lac,CON IAU Lac
1964,bet Lac,CON IAU Lac
1965,4 Lac,CON IAU Lac
1966,2 Lac,CON IAU Lac
1967,6 Lac,CON IAU Lac
1968,11 Lac,CON IAU Lac
1969,HD 211073,CON IAU Lac
1970,1 Lac,CON IAU Lac
1971,10 LMi,CON IAU LMi
1972,21 LMi,CON IAU LMi
1973,bet LMi,CON IAU LMi
1974,46 LMi,CON IAU LMi
1975,30 LMi,CON IAU LMi
1976,alf Leo,CON IAU Leo
1977,eta Leo,CON IAU Leo
1978,gam01 Leo,CON IAU Leo
1979,zet Leo,CON IAU Leo
1980,mu. Leo,CON IAU Leo
1981,eps Leo,CON IAU Leo
1982,del Leo,CON IAU Leo
1983,bet Leo,CON IAU Leo
1984,tet Leo,CON IAU Leo
1985,kap Leo,CON IAU Leo
1986,lam Leo,CON IAU Leo
1987,iot Leo,CON IAU Leo
1988,sig Leo,CON IAU Leo
1989,eps Lep,CON IAU Lep
1990,mu. Lep,CON IAU Lep
1991,alf Lep,CON IAU Lep
1992,bet Lep,CON IAU Lep
1993,lam Lep,CON IAU Lep
1994,kap Lep,CON IAU Lep
1995,gam Lep,CON IAU Lep
1996,del Lep,CON IAU Lep
1997,tet Lep,CON IAU Lep
1998,eta Lep,CON IAU Lep
1999,zet Lep,CON IAU Lep
2000,alf02 Lib,CON IAU Lib
2001,bet Lib,CON IAU Lib
2002,sig Lib,CON IAU Lib
2003,gam Lib,CON IAU Lib
2004,ups Lib,CON IAU Lib
2005,tau Lib,CON IAU Lib
2006,alf Lup,CON IAU Lup
2007,zet Lup,CON IAU Lup
2008,eps Lup,CON IAU Lup
2009,gam Lup,CON IAU Lup
2010,del Lup,CON IAU Lup
2011,bet Lup,CON IAU Lup
2012,eta Lup,CON IAU Lup
2013,phi01 Lup,CON IAU Lup
2014,chi Lup,CON IAU Lup
2015,alf Lyn,CON IAU Lyn
2016,38 Lyn,CON IAU Lyn
2017,HD  77912,CON IAU Lyn
2018,10 UMa,CON IAU Lyn
2019,31 Lyn,CON IAU Lyn
2020,21 Lyn,CON IAU Lyn
2021,15 Lyn,CON IAU Lyn
2022,2 Lyn,CON IAU Lyn
2023,alf Lyr,CON IAU Lyr
2024,eps01 Lyr,CON IAU Lyr
2025,zet01 Lyr,CON IAU Lyr
2026,del02 Lyr,CON IAU Lyr
2027,gam Lyr,CON IAU Lyr
2028,bet Lyr,CON IAU Lyr
2029,15 Mon,CON IAU Mon
2030,13 Mon,CON IAU Mon
2031,eps Mon A,CON IAU Mon
2032,18 Mon,CON IAU Mon
2033,del Mon,CON IAU Mon
2034,bet Mon,CON IAU Mon
2035,gam Mon,CON IAU Mon
2036,zet Mon,CON IAU Mon
2037,alf Mon,CON IAU Mon
2038,lam Mus,CON IAU Mus
2039,eps Mus,CON IAU Mus
2040,alf Mus,CON IAU Mus
2041,bet Mus,CON IAU Mus
2042,del Mus,CON IAU Mus
2043,gam Mus,CON IAU Mus
2044,eta Nor,CON IAU Nor
2045,gam02 Nor,CON IAU Nor
2046,eps Nor,CON IAU Nor
2047,del Nor,CON IAU Nor
2048,del Oct,CON IAU Oct
2049,nu. Oct,CON IAU Oct
2050,bet Oct,CON IAU Oct
2051,alf Oph,CON IAU Oph
2052,kap Oph,CON IAU Oph
2053,lam Oph,CON IAU Oph
2054,del Oph,CON IAU Oph
2055,eps Oph,CON IAU Oph
2056,ups Oph,CON IAU Oph
2057,zet Oph,CON IAU Oph
2058,eta Oph,CON IAU Oph
2059,bet Oph,CON IAU Oph
2060,gam Oph,CON IAU Oph
2061,nu. Oph,CON IAU Oph
2062,tet Oph,CON IAU Oph
2063,d Oph,CON IAU Oph
2064,phi Oph,CON IAU Oph
2065,chi Oph,CON IAU Oph
2066,psi Oph,CON IAU Oph
2067,rho Oph,CON IAU Oph
2068,alf Ori,CON IAU Ori
2069,zet Ori,CON IAU Ori
2070,kap Ori,CON IAU Ori
2071,eps Ori,CON IAU Ori
2072,del Ori,CON IAU Ori
2073,gam Ori,CON IAU Ori
2074,eta Ori,CON IAU Ori
2075,bet Ori,CON IAU Ori
2076,lam Ori,CON IAU Ori
2077,11 Ori,CON IAU Ori
2078,omi02 Ori,CON IAU Ori
2079,pi.01 Ori,CON IAU Ori
2080,pi.02 Ori,CON IAU Ori
2081,pi.03 Ori,CON IAU Ori
2082,pi.04 Ori,CON IAU Ori
2083,pi.05 Ori,CON IAU Ori
2084,pi.06 Ori,CON IAU Ori
2085,mu. Ori,CON IAU Ori
2086,nu. Ori,CON IAU Ori
2087,ksi Ori,CON IAU Ori
2088,chi02 Ori,CON IAU Ori
2089,chi01 Ori,CON IAU Ori
2090,alf Pav,CON IAU Pav
2091,del Pav,CON IAU Pav
2092,bet Pav,CON IAU Pav
2093,gam Pav,CON IAU Pav
2094,zet Pav,CON IAU Pav
2095,eps Pav,CON IAU Pav
2096,kap Pav,CON IAU Pav
2097,pi. Pav,CON IAU Pav
2098,eta Pav,CON IAU Pav
2099,ksi Pav,CON IAU Pav
2100,lam Pav,CON IAU Pav
2101,pi. Peg,CON IAU Peg
2102,eta Peg,CON IAU Peg
2103,bet Peg,CON IAU Peg
2104,mu. Peg,CON IAU Peg
2105,lam Peg,CON IAU Peg
2106,iot Peg,CON IAU Peg
2107,kap Peg,CON IAU Peg
2108,alf And,CON IAU Peg
2109,alf Peg,CON IAU Peg
2110,gam Peg,CON IAU Peg
2111,eps Peg,CON IAU Peg
2112,tet Peg,CON IAU Peg
2113,42 Peg,CON IAU Peg
2114,omi Per,CON IAU Per
2115,zet Per,CON IAU Per
2116,ksi Per,CON IAU Per
2117,eps Per,CON IAU Per
2118,del Per,CON IAU Per
2119,alf Per,CON IAU Per
2120,gam Per,CON IAU Per
2121,eta Per,CON IAU Per
2122,tau Per,CON IAU Per
2123,iot Per,CON IAU Per
2124,kap Per,CON IAU Per
2125,bet Per,CON IAU Per
2126,rho Per,CON IAU Per
2127,c Per,CON IAU Per
2128,mu. Per,CON IAU Per
2129,b Per,CON IAU Per
2130,lam Per,CON IAU Per
2131,tet Per,CON IAU Per
2132,phi Per,CON IAU Per
2133,alf Phe,CON IAU Phe
2134,bet Phe,CON IAU Phe
2135,gam Phe,CON IAU Phe
2136,eps Phe,CON IAU Phe
2137,zet Phe,CON IAU Phe
2138,del Phe,CON IAU Phe
2139,alf Pic,CON IAU Pic
2140,gam Pic,CON IAU Pic
2141,bet Pic,CON IAU Pic
2142,phi Psc,CON IAU Psc
2143,ups Psc,CON IAU Psc
2144,tau Psc,CON IAU Psc
2145,eta Psc,CON IAU Psc
2146,omi Psc,CON IAU Psc
2147,alf Psc,CON IAU Psc
2148,nu. Psc,CON IAU Psc
2149,eps Psc,CON IAU Psc
2150,del Psc,CON IAU Psc
2151,ome Psc,CON IAU Psc
2152,iot Psc,CON IAU Psc
2153,tet Psc,CON IAU Psc
2154,gam Psc,CON IAU Psc
2155,kap Psc,CON IAU Psc
2156,lam Psc,CON IAU Psc
2157,alf PsA,CON IAU PsA
2158,del PsA,CON IAU PsA
2159,gam PsA,CON IAU PsA
2160,bet PsA,CON IAU PsA
2161,mu. PsA,CON IAU PsA
2162,iot PsA,CON IAU PsA
2163,tet PsA,CON IAU PsA
2164,eps PsA,CON IAU PsA
2165,gam02 Vel,CON IAU Pup
2166,zet Pup,CON IAU Pup
2167,rho Pup,CON IAU Pup
2168,ksi Pup,CON IAU Pup
2169,k02 Pup,CON IAU Pup
2170,p Pup,CON IAU Pup
2171,pi. Pup,CON IAU Pup
2172,nu. Pup,CON IAU Pup
2173,alf Car,CON IAU Pup
2174,l Pup,CON IAU Pup
2175,omi Pup,CON IAU Pup
2176,zet Pup,CON IAU Pyx
2177,bet Pyx,CON IAU Pyx
2178,alf Pyx,CON IAU Pyx
2179,gam Pyx,CON IAU Pyx
2180,alf Ret,CON IAU Ret
2181,bet Ret,CON IAU Ret
2182,del Ret,CON IAU Ret
2183,eps Ret,CON IAU Ret
2184,gam Sge,CON IAU Sge
2185,del Sge,CON IAU Sge
2186,alf Sge,CON IAU Sge
2187,bet Sge,CON IAU Sge
2188,eps Sgr,CON IAU Sgr
2189,gam02 Sgr,CON IAU Sgr
2190,del Sgr,CON IAU Sgr
2191,lam Sgr,CON IAU Sgr
2192,phi Sgr,CON IAU Sgr
2193,sig Sgr,CON IAU Sgr
2194,tau Sgr,CON IAU Sgr
2195,zet Sgr,CON IAU Sgr
2196,eta Sgr,CON IAU Sgr
2197,mu. Sgr,CON IAU Sgr
2198,rho01 Sgr,CON IAU Sgr
2199,pi. Sgr,CON IAU Sgr
2200,omi Sgr,CON IAU Sgr
2201,ksi02 Sgr,CON IAU Sgr
2202,bet01 Sco,CON IAU Sco
2203,del Sco,CON IAU Sco
2204,pi. Sco,CON IAU Sco
2205,sig Sco,CON IAU Sco
2206,alf Sco,CON IAU Sco
2207,tau Sco,CON IAU Sco
2208,eps Sco,CON IAU Sco
2209,mu.01 Sco,CON IAU Sco
2210,zet02 Sco,CON IAU Sco
2211,eta Sco,CON IAU Sco
2212,tet Sco,CON IAU Sco
2213,iot01 Sco,CON IAU Sco
2214,kap Sco,CON IAU Sco
2215,ups Sco,CON IAU Sco
2216,lam Sco,CON IAU Sco
2217,G Sco,CON IAU Sco
2218,nu. Sco,CON IAU Sco
2219,rho Sco,CON IAU Sco
2220,alf Scl,CON IAU Scl
2221,del Scl,CON IAU Scl
2222,gam Scl,CON IAU Scl
2223,bet Scl,CON IAU Scl
2224,bet Sct,CON IAU Sct
2225,alf Sct,CON IAU Sct
2226,gam Sct,CON IAU Sct
2227,del Sct,CON IAU Sct
2228,bet Ser,CON IAU Ser
2229,gam Ser,CON IAU Ser
2230,kap Ser,CON IAU Ser
2231,iot Ser,CON IAU Ser
2232,del Ser,CON IAU Ser
2233,alf Ser,CON IAU Ser
2234,eps Ser,CON IAU Ser
2235,mu. Ser,CON IAU Ser
2236,del Oph,CON IAU Ser
2237,eta Oph,CON IAU Ser
2238,ksi Ser,CON IAU Ser
2239,nu. Oph,CON IAU Ser
2240,eta Ser,CON IAU Ser
2241,tet01 Ser,CON IAU Ser
2242,gam Sex,CON IAU Sex
2243,alf Sex,CON IAU Sex
2244,bet Sex,CON IAU Sex
2245,del Sex,CON IAU Sex
2246,zet Tau,CON IAU Tau
2247,alf Tau,CON IAU Tau
2248,tet02 Tau,CON IAU Tau
2249,gam Tau,CON IAU Tau
2250,del Tau,CON IAU Tau
2251,eps Tau,CON IAU Tau
2252,bet Tau,CON IAU Tau
2253,ksi Tau,CON IAU Tau
2254,nu. Tau,CON IAU Tau
2255,omi Tau,CON IAU Tau
2256,10 Tau,CON IAU Tau
2257,lam Tau,CON IAU Tau
2258,eps Tel,CON IAU Tel
2259,alf Tel,CON IAU Tel
2260,zet Tel,CON IAU Tel
2261,alf TrA,CON IAU TrA
2262,bet TrA,CON IAU TrA
2263,gam TrA,CON IAU TrA
2264,alf Tri,CON IAU Tri
2265,bet Tri,CON IAU Tri
2266,gam Tri,CON IAU Tri
2267,bet01 Tuc,CON IAU Tuc
2268,zet Tuc,CON IAU Tuc
2269,eps Tuc,CON IAU Tuc
2270,del Tuc,CON IAU Tuc
2271,alf Tuc,CON IAU Tuc
2272,gam Tuc,CON IAU Tuc
2273,gam UMa,CON IAU UMa
2274,chi UMa,CON IAU UMa
2275,psi UMa,CON IAU UMa
2276,mu. UMa,CON IAU UMa
2277,lam UMa,CON IAU UMa
2278,nu. UMa,CON IAU UMa
2279,ksi UMa,CON IAU UMa
2280,del UMa,CON IAU UMa
2281,alf UMa,CON IAU UMa
2282,bet UMa,CON IAU UMa
2283,eps UMa,CON IAU UMa
2284,zet01 UMa,CON IAU UMa
2285,eta UMa,CON IAU UMa
2286,h UMa,CON IAU UMa
2287,ups UMa,CON IAU UMa
2288,omi UMa,CON IAU UMa
2289,tet UMa,CON IAU UMa
2290,kap UMa,CON IAU UMa
2291,iot UMa,CON IAU UMa
2292,alf UMi,CON IAU UMi
2293,del UMi,CON IAU UMi
2294,eps UMi,CON IAU UMi
2295,zet UMi,CON IAU UMi
2296,eta UMi,CON IAU UMi
2297,gam UMi,CON IAU UMi
2298,bet UMi,CON IAU UMi
2299,del Vel,CON IAU Vel
2300,gam02 Vel,CON IAU Vel
